model,model_year,engine_hp,engine_cylinders,driven_wheels,number_of_doors,highway_mpg,city_mpg,popularity,msrp,maker_name,type_name,transmission_type_name,vehicle_size_name,vehicle_style_name,cost_per_unit,units_sold,profit_per_unit
LS 460,2017,359.0,8.0,3,4.0,23,16,454,82305,36,0,0,1,2,62885.19,16355,19419.81
M-Class,2015,302.0,6.0,0,4.0,24,18,617,48300,18,0,0,2,11,40990.46,499463,7309.54
GLC-Class,2016,241.0,4.0,3,4.0,28,21,617,40950,18,0,0,2,11,34531.94,499891,6418.06
LaCrosse,2017,310.0,6.0,1,4.0,31,21,155,38665,34,1,0,1,2,35869.85,733987,2795.15
Cutlass Calais,1990,110.0,4.0,1,4.0,30,19,26,2000,26,1,1,0,2,1832.19,706184,167.81
E-250,1998,235.0,6.0,0,3.0,17,13,5657,2107,8,1,0,1,14,1924.26,770802,182.74
E-Class,2015,577.0,8.0,3,4.0,21,15,617,103200,18,0,0,2,12,82385.74,633,20814.26
Sebring,2010,186.0,6.0,1,2.0,26,18,1013,29210,6,3,0,2,0,25762.27,733785,3447.73
Sedona,2016,276.0,6.0,1,4.0,22,17,1720,39900,27,1,0,2,8,36842.28,840466,3057.72
Silverado 1500,2015,355.0,8.0,0,4.0,23,16,1385,42560,5,1,0,1,9,35529.22,456495,7030.78
Solstice,2009,260.0,4.0,0,2.0,28,19,210,30375,29,2,1,0,1,27465.8,830553,2909.2
Tacoma,2016,159.0,4.0,0,4.0,23,19,2031,24490,13,1,0,0,9,21968.99,753097,2521.01
Tacoma,2017,159.0,4.0,2,4.0,21,19,2031,25645,13,1,1,0,4,23229.12,890335,2415.88
Van,1990,106.0,4.0,0,3.0,20,16,2009,2000,0,1,1,0,8,1832.78,716551,167.22
Veloster,2014,132.0,4.0,1,3.0,36,28,1439,19050,19,1,2,0,5,16785.13,796482,2264.87
Versa,2016,109.0,4.0,1,4.0,40,31,2009,17140,0,1,0,0,2,15726.59,799317,1413.41
Vibe,2009,158.0,4.0,1,4.0,28,21,210,16495,29,1,1,0,7,15118.9,894902,1376.1
Passat,2015,170.0,4.0,1,4.0,36,24,873,28105,4,1,0,2,2,25936.72,745037,2168.28
S8,2017,605.0,8.0,3,4.0,24,15,3105,115900,9,2,0,1,2,82157.24,358,33742.76
Samurai,1994,66.0,4.0,2,2.0,26,24,481,2000,23,1,1,0,15,1773.87,728137,226.13
Viper,2016,645.0,10.0,0,2.0,21,12,1851,107995,7,0,1,0,1,87094.9,579,20900.1
Vitara,2002,127.0,4.0,2,4.0,23,20,481,18199,23,1,1,0,11,16881.13,810377,1317.87
X1,2015,240.0,4.0,3,4.0,32,22,3916,33000,20,0,0,2,11,30050.66,765359,2949.34
X3,2015,300.0,6.0,3,4.0,26,19,3916,45500,20,0,0,2,11,39630.28,489155,5869.72
Leaf,2014,,0.0,1,4.0,101,126,2009,28980,0,6,3,0,7,26373.96,791126,2606.04
Lumina,2000,175.0,6.0,1,4.0,27,18,1385,2100,5,1,0,2,2,1889.26,714623,210.74
LX 570,2016,383.0,8.0,2,4.0,18,13,454,88880,36,2,0,1,11,67050.36,21539,21829.64
Discovery Series II,2002,188.0,8.0,2,4.0,16,12,258,33350,16,0,0,2,11,30960.49,873171,2389.51
Discovery,2003,217.0,8.0,2,4.0,14,11,258,40350,16,0,0,2,11,34801.33,443257,5548.67
EuroVan,2002,201.0,6.0,1,3.0,18,15,873,26200,4,2,0,1,8,23585.95,703276,2614.05
F-250,1999,220.0,8.0,0,4.0,17,13,5657,3241,8,1,1,1,4,2889.68,769068,351.32
G Coupe,2013,330.0,6.0,3,2.0,25,18,190,42050,35,2,0,2,1,36451.66,466141,5598.34
Gallardo,2014,560.0,10.0,3,2.0,20,13,1158,225400,25,0,1,0,0,159175.61,278,66224.39
GTI,2013,200.0,4.0,1,2.0,31,21,873,24200,4,2,1,0,5,21865.46,715300,2334.54
Murano,2016,250.0,4.0,3,4.0,30,26,2009,43780,0,1,0,2,11,37336.3,427400,6443.7
Murano,2017,260.0,6.0,3,4.0,28,21,2009,34400,0,1,0,2,11,30273.17,857906,4126.83
Encore,2017,138.0,4.0,1,4.0,33,25,155,24365,34,1,0,0,11,21766.44,778131,2598.56
Routan,2011,283.0,6.0,1,4.0,25,17,873,34750,4,1,0,2,8,31441.96,734657,3308.04
Silhouette,2003,185.0,6.0,3,4.0,22,16,26,36340,26,1,0,2,8,32313.52,824921,4026.48
SX4,2013,148.0,4.0,3,4.0,29,23,481,19175,23,1,0,0,7,17614.56,710534,1560.44
Tacoma,2016,159.0,4.0,2,4.0,21,19,2031,25185,13,1,1,0,4,22494.26,895603,2690.74
Titan,2017,390.0,8.0,2,4.0,20,15,2009,45020,0,1,0,1,9,39381.34,431046,5638.66
QX50,2017,325.0,6.0,0,4.0,24,17,190,34450,35,2,0,2,11,31401.0,791085,3049.0
S-15 Jimmy,1990,160.0,6.0,0,2.0,22,15,549,2000,14,1,1,0,13,1777.59,754530,222.41
Shadow,1993,93.0,4.0,1,2.0,29,23,1851,2000,7,1,1,0,5,1778.31,815564,221.69
Sonata Hybrid,2017,193.0,4.0,1,4.0,43,38,1439,30100,19,1,0,2,2,27449.48,716546,2650.52
Tacoma,2017,278.0,6.0,2,4.0,20,17,2031,33075,13,1,1,0,9,29381.82,874180,3693.18
Tundra,2016,381.0,8.0,2,4.0,17,13,2031,38020,13,1,0,1,9,35274.64,766592,2745.36
Pickup,1993,150.0,6.0,0,2.0,20,15,2031,2047,13,1,1,0,4,1894.69,770669,152.31
Ram Pickup 1500,2008,345.0,8.0,2,4.0,17,13,1851,41350,7,1,0,1,9,35717.93,435653,5632.07
Impreza,2016,148.0,4.0,3,4.0,37,28,640,21595,17,1,0,0,7,19739.5,823626,1855.5
Navajo,1994,160.0,6.0,0,2.0,19,14,586,2000,2,1,1,0,13,1852.39,865284,147.61
Neon,2001,132.0,4.0,1,4.0,30,24,535,12715,33,1,1,0,2,11726.45,857353,988.55
Passat,2016,170.0,4.0,1,4.0,38,25,873,26280,4,1,0,2,2,23794.62,868535,2485.38
RAM 150,1991,125.0,6.0,0,2.0,17,12,1851,2000,7,1,4,1,3,1791.27,771137,208.73
S-10 Blazer,1992,160.0,6.0,2,4.0,20,15,1385,2000,5,1,1,2,11,1791.25,782285,208.75
Safari,2003,190.0,6.0,3,3.0,16,12,549,25690,14,1,0,1,8,23657.58,870464,2032.42
S-Class,2017,449.0,8.0,0,4.0,26,18,617,96600,18,0,0,1,2,77227.29,17835,19372.71
Sentra,2017,188.0,4.0,1,4.0,33,27,2009,21990,0,2,0,2,2,19488.62,807529,2501.38
Sequoia,2017,381.0,8.0,0,4.0,17,13,2031,45460,13,1,0,1,11,39985.19,450661,5474.81
Silverado 1500,2017,285.0,6.0,0,4.0,24,18,1385,31610,5,3,0,1,4,28911.27,880392,2698.73
RX 400h,2008,268.0,6.0,1,4.0,24,27,454,42080,36,0,0,2,11,35242.15,477749,6837.85
S60,2016,250.0,5.0,3,4.0,28,20,870,43700,38,1,0,2,2,36665.92,487501,7034.08
SLK-Class,2015,201.0,4.0,0,2.0,32,22,617,43950,18,0,1,0,0,38543.34,483051,5406.66
Sportage,2017,181.0,4.0,1,4.0,29,22,1720,25500,27,1,0,0,11,22525.89,910928,2974.11
Tahoe,2015,355.0,8.0,2,4.0,22,16,1385,64085,5,3,0,1,11,52111.83,64534,11973.17
Silverado 1500,2016,355.0,8.0,0,4.0,23,16,1385,49740,5,1,0,1,9,41758.96,475293,7981.04
TrailBlazer,2007,395.0,8.0,3,4.0,16,12,1385,37125,5,0,0,2,11,34175.8,814218,2949.2
TrailBlazer,2008,285.0,6.0,2,4.0,20,14,1385,31910,5,1,0,2,11,28145.61,866996,3764.39
Tundra,2016,381.0,8.0,0,4.0,18,13,2031,31170,13,1,0,1,4,28547.22,873822,2622.78
Tundra,2016,310.0,8.0,0,4.0,19,15,2031,30950,13,1,0,1,4,27670.74,716581,3279.26
Viper,2016,645.0,10.0,0,2.0,21,12,1851,95895,7,0,1,0,1,78139.05,22938,17755.95
SLX,1997,190.0,6.0,2,4.0,17,13,204,2397,28,1,0,2,11,2177.36,735330,219.64
Spyder,2003,390.0,8.0,0,2.0,15,10,238,85542,42,0,1,0,0,66933.26,13807,18608.74
Tacoma,2017,278.0,6.0,0,4.0,24,19,2031,30190,13,1,0,0,9,27875.17,759033,2314.83
Vanagon,1990,90.0,4.0,0,3.0,18,16,873,2000,4,1,1,1,8,1797.11,809154,202.89
Sonic,2015,138.0,4.0,1,4.0,40,29,1385,18235,5,1,1,0,2,16330.75,744057,1904.25
Sunbird,1992,140.0,6.0,1,2.0,26,17,210,2000,29,1,1,0,1,1834.81,815573,165.19
Sundance,1992,100.0,4.0,1,4.0,29,20,535,2000,33,1,1,0,7,1820.32,897021,179.68
Tiburon,2006,138.0,4.0,1,2.0,28,21,1439,16095,19,1,1,0,5,14639.38,754420,1455.62
Tiburon,2008,138.0,4.0,1,2.0,28,20,1439,17270,19,1,1,0,5,15971.53,747265,1298.47
Voyager,1999,150.0,4.0,1,3.0,24,18,535,2000,33,1,0,2,8,1777.59,806325,222.41
WRX,2015,305.0,4.0,3,4.0,23,17,640,37395,17,0,1,0,2,34117.83,750463,3277.17
Tacoma,2015,236.0,6.0,0,4.0,21,17,2031,25560,13,1,0,0,9,23152.48,695991,2407.52
S-10 Blazer,1993,165.0,6.0,0,2.0,22,16,1385,2000,5,1,1,0,13,1814.69,763094,185.31
S-10,2002,190.0,6.0,2,3.0,18,14,1385,25990,5,1,0,0,4,23665.43,892702,2324.57
MPV,2005,200.0,6.0,1,4.0,23,16,586,22115,2,1,0,0,8,19621.72,823523,2493.28
Lancer,2015,168.0,4.0,1,4.0,31,22,436,20595,11,1,1,0,2,18283.26,709228,2311.74
LS,2004,232.0,6.0,0,4.0,24,17,61,36140,30,0,0,2,2,32376.34,722579,3763.66
LSS,1999,205.0,6.0,1,4.0,27,17,26,2356,26,1,0,1,2,2172.31,830928,183.69
Ram Pickup 1500,2008,345.0,8.0,0,4.0,19,13,1851,38100,7,1,0,1,9,34344.37,737304,3755.63
Ram Pickup 1500,2009,210.0,6.0,0,4.0,20,14,1851,25575,7,1,0,1,9,22822.97,907544,2752.03
Outback,2016,175.0,4.0,3,4.0,33,25,640,25295,17,1,0,2,11,23168.56,791649,2126.44
Q50,2015,360.0,6.0,0,4.0,36,29,190,46800,35,2,0,2,2,40349.43,455664,6450.57
Q50,2016,360.0,6.0,0,4.0,34,28,190,47050,35,2,0,2,2,41104.14,465757,5945.86
Sienna,2015,266.0,6.0,3,4.0,23,16,2031,33960,13,1,0,1,8,30466.44,826631,3493.56
Silverado 1500,2016,355.0,8.0,0,4.0,23,16,1385,36940,5,1,0,1,9,33305.01,814234,3634.99
Silverado 1500,2016,285.0,6.0,2,4.0,22,17,1385,40495,5,3,0,1,9,35526.97,489306,4968.03
S-15,1990,105.0,4.0,0,2.0,25,21,549,2000,14,1,1,0,3,1805.88,908885,194.12
Sentra,2015,130.0,4.0,1,4.0,39,30,2009,17380,0,1,0,2,2,15385.85,778468,1994.15
Sienna,2017,296.0,6.0,1,4.0,27,19,2031,42145,13,1,0,1,8,36419.5,428698,5725.5
Transit Wagon,2017,275.0,6.0,0,3.0,19,14,5657,35825,8,3,0,1,6,31988.51,838761,3836.49
xA,2006,103.0,4.0,1,4.0,34,27,105,12780,31,1,1,0,7,11509.88,746575,1270.12
XC60,2015,302.0,4.0,1,4.0,30,22,870,44050,38,1,0,2,11,38557.25,454631,5492.75
XC60,2015,302.0,4.0,1,4.0,30,22,870,40050,38,1,0,2,11,34346.62,435039,5703.38
Tacoma,2016,278.0,6.0,0,4.0,24,19,2031,27355,13,1,0,0,4,24353.21,796748,3001.79
Tacoma,2016,278.0,6.0,0,4.0,24,19,2031,28845,13,1,0,0,9,26783.46,856610,2061.54
TrailBlazer,2007,395.0,8.0,0,4.0,17,13,1385,31320,5,0,0,2,11,27597.41,735962,3722.59
TrailBlazer,2008,285.0,6.0,2,4.0,20,14,1385,29535,5,1,0,2,11,26608.75,883135,2926.25
Versa Note,2015,109.0,4.0,1,4.0,40,31,2009,17960,0,1,0,0,7,16172.0,769726,1788.0
Vitara,2003,127.0,4.0,0,4.0,23,20,481,16799,23,1,1,0,11,15435.03,723922,1363.97
Voyager,2002,150.0,4.0,1,4.0,23,17,1013,19155,6,1,0,2,8,17177.78,727289,1977.22
Windstar,2001,200.0,6.0,1,4.0,22,16,5657,31115,8,1,0,2,8,28377.57,856774,2737.43
X-90,1998,95.0,4.0,2,2.0,26,22,481,2000,23,1,1,0,13,1778.74,851015,221.26
X4,2016,300.0,6.0,3,4.0,27,19,3916,49700,20,0,0,2,11,41302.55,424827,8397.45
Grand Am,2003,175.0,6.0,1,2.0,27,18,210,21690,29,1,0,2,1,20005.51,882879,1684.49
Insight,2014,98.0,4.0,1,4.0,44,41,2202,18725,3,1,0,0,7,16530.44,824171,2194.56
Integra,1999,140.0,4.0,1,2.0,29,22,204,2912,28,1,1,0,5,2672.77,760239,239.23
Optima Hybrid,2015,199.0,4.0,1,4.0,40,36,1720,25990,27,1,0,2,2,23112.51,872405,2877.49
Festiva,1992,63.0,4.0,1,2.0,37,30,5657,2000,8,1,1,0,5,1805.9,789279,194.1
FF,2015,651.0,12.0,3,2.0,16,11,2774,295000,1,0,2,1,1,235745.58,619,59254.42
Prius c,2015,99.0,4.0,1,4.0,46,53,2031,21765,13,1,0,0,7,19577.64,905692,2187.36
Imperial,1991,150.0,6.0,1,4.0,23,15,1013,2000,6,1,0,1,2,1841.2,868985,158.8
Imperial,1993,150.0,6.0,1,4.0,24,17,1013,2000,6,1,0,1,2,1853.26,897181,146.74
Mirage,2015,74.0,3.0,1,4.0,44,37,436,14945,11,1,0,0,7,13702.07,745472,1242.93
Sierra 1500,2015,285.0,6.0,2,2.0,22,17,549,30610,14,3,0,1,3,28259.95,839481,2350.05
Sierra 1500 Classic,2007,295.0,8.0,2,4.0,17,13,549,31965,14,3,0,1,9,29565.15,700313,2399.85
Silverado 1500,2017,285.0,6.0,0,2.0,24,18,1385,29610,5,3,0,1,3,27349.0,876986,2261.0
Touareg,2017,280.0,6.0,3,4.0,23,17,873,52795,4,2,0,2,11,46407.01,454113,6387.99
S3,2015,292.0,4.0,3,4.0,31,23,3105,41100,9,0,2,0,2,34443.79,431703,6656.21
Sedona,2017,276.0,6.0,1,4.0,24,18,1720,33600,27,1,0,2,8,30486.71,759600,3113.29
Silverado 1500 Classic,2007,195.0,6.0,0,2.0,21,15,1385,16115,5,1,1,1,3,14204.56,778801,1910.44
Silverado 1500 Classic,2007,295.0,8.0,0,4.0,19,14,1385,28555,5,1,0,1,4,25583.12,852626,2971.88
Venza,2013,268.0,6.0,3,4.0,25,18,2031,34780,13,1,0,2,12,31191.41,808322,3588.59
Venza,2015,268.0,6.0,3,4.0,25,18,2031,35600,13,1,0,2,12,32216.45,807352,3383.55
Venza,2015,181.0,4.0,1,4.0,26,20,2031,32110,13,1,0,2,12,28826.38,837328,3283.62
Spectra,2007,138.0,4.0,1,4.0,30,23,1720,15995,27,1,1,0,12,14667.67,860987,1327.33
Syclone,1991,280.0,6.0,3,2.0,16,13,549,5667,14,1,0,0,3,5176.01,849644,490.99
Titan,2014,317.0,8.0,2,4.0,17,12,2009,34640,0,1,0,1,4,31571.17,744752,3068.83
Titan,2015,317.0,8.0,2,4.0,17,12,2009,32490,0,1,0,1,4,29793.56,738165,2696.44
Transit Wagon,2016,275.0,6.0,0,3.0,19,14,5657,34635,8,3,0,1,6,31911.51,751161,2723.49
Transit Wagon,2017,275.0,6.0,0,3.0,19,14,5657,39475,8,1,0,1,6,35336.18,854457,4138.82
XL7,2008,252.0,6.0,1,4.0,22,16,481,27499,23,1,0,2,11,24781.61,899110,2717.39
XLR-V,2007,443.0,8.0,0,2.0,20,13,1624,97460,10,0,0,0,0,78883.85,20091,18576.15
XT,1991,145.0,6.0,3,2.0,23,16,640,2000,17,1,1,0,1,1836.8,760712,163.2
Tundra,2015,381.0,8.0,0,2.0,18,13,2031,29120,13,1,0,1,3,26847.84,735492,2272.16
Tundra,2017,381.0,8.0,0,4.0,18,13,2031,39280,13,3,0,1,4,35231.05,876747,4048.95
Sundance,1994,93.0,4.0,1,4.0,30,23,535,2000,33,1,1,0,7,1803.54,868632,196.46
Thunderbird,2005,280.0,8.0,0,2.0,22,16,5657,38355,8,0,0,2,0,34575.19,789496,3779.81
Trax,2017,138.0,4.0,1,4.0,33,25,1385,21000,5,1,0,0,11,19250.72,870483,1749.28
Integra,2000,140.0,4.0,1,2.0,28,22,204,3086,28,1,1,0,5,2838.26,799146,247.74
IS F,2013,416.0,8.0,0,4.0,23,16,454,61750,36,0,0,2,2,50411.51,62313,11338.49
Jetta,2015,210.0,4.0,1,4.0,33,23,873,26920,4,2,1,2,2,24805.12,860745,2114.88
Jetta,2015,170.0,4.0,1,4.0,37,25,873,18995,4,1,1,2,2,17186.77,752445,1808.23
Silverado 1500,2016,285.0,6.0,2,2.0,22,17,1385,38590,5,3,0,1,3,35770.56,877596,2819.44
TrailBlazer EXT,2004,275.0,6.0,0,4.0,18,13,1385,30070,5,1,0,1,11,27194.44,785337,2875.56
Legend,1995,200.0,6.0,1,4.0,23,16,204,2135,28,1,1,2,2,1943.34,771286,191.66
M4,2015,425.0,6.0,0,2.0,26,17,3916,72500,20,0,1,2,0,58206.74,42200,14293.26
Outlander,2016,166.0,4.0,3,4.0,29,24,436,26995,11,1,0,2,11,24558.96,718048,2436.04
E-Class,2016,329.0,6.0,3,4.0,28,20,617,65600,18,0,0,2,2,51351.2,49602,14248.8
E-Class,2016,329.0,6.0,0,2.0,29,20,617,54200,18,0,0,2,1,46936.01,493544,7263.99
Expedition,2017,365.0,6.0,0,4.0,21,15,5657,59940,8,1,0,1,11,50321.09,433400,9618.91
Expedition,2017,365.0,6.0,2,4.0,20,15,5657,62860,8,1,0,1,11,51587.71,53589,11272.29
Kizashi,2012,180.0,4.0,1,4.0,30,23,481,26199,23,1,0,2,2,23771.43,841227,2427.57
LaCrosse,2015,304.0,6.0,1,4.0,28,18,155,31065,34,3,0,1,2,28319.6,731186,2745.4
Monte Carlo,2007,211.0,6.0,1,2.0,29,19,1385,22625,5,3,0,2,1,20489.12,749237,2135.88
GLA-Class,2016,208.0,4.0,1,4.0,35,25,617,32500,18,0,2,0,11,29389.06,911246,3110.94
Lancer,2016,168.0,4.0,1,4.0,31,24,436,23495,11,1,0,0,2,21317.76,878108,2177.24
Murano,2017,260.0,6.0,3,4.0,28,21,2009,40780,0,1,0,2,11,34427.91,505118,6352.09
Murcielago,2008,632.0,12.0,3,2.0,14,9,1158,378200,25,0,2,0,0,289821.97,568,88378.03
Paseo,1997,93.0,4.0,1,2.0,34,26,2031,2000,13,1,1,0,1,1785.76,736441,214.24
Passat,2015,170.0,4.0,1,4.0,35,24,873,26915,4,1,1,2,2,24374.68,836905,2540.32
S-10 Blazer,1993,165.0,6.0,2,4.0,20,15,1385,2000,5,1,1,2,11,1822.49,714157,177.51
S-10,2002,120.0,4.0,0,3.0,25,19,1385,15943,5,3,1,0,4,14246.99,709165,1696.01
S-Class,2015,449.0,8.0,3,2.0,24,16,617,119900,18,0,0,1,1,94604.94,295,25295.06
S-Class,2016,449.0,8.0,3,2.0,24,16,617,121550,18,0,0,1,1,91983.98,332,29566.02
Sequoia,2015,381.0,8.0,0,4.0,17,13,2031,61095,13,1,0,1,11,49099.55,70311,11995.45
Sequoia,2016,381.0,8.0,2,4.0,17,13,2031,48550,13,1,0,1,11,41876.58,467083,6673.42
SL-Class,2015,329.0,6.0,0,2.0,27,20,617,84000,18,0,0,0,0,65707.79,19080,18292.21
SL-Class,2015,621.0,12.0,0,2.0,21,14,617,214500,18,0,0,0,0,166763.57,319,47736.43
S80,2015,240.0,4.0,1,4.0,38,26,870,41700,38,1,0,2,2,35606.2,513696,6093.8
Sierra 1500,2015,285.0,6.0,0,4.0,24,18,549,30695,14,3,0,1,4,28411.23,830109,2283.77
Tacoma,2017,278.0,6.0,2,4.0,21,17,2031,32390,13,1,1,0,4,29207.0,881612,3183.0
Tahoe Hybrid,2013,332.0,8.0,2,4.0,23,20,1385,56425,5,1,0,1,11,48657.36,508773,7767.64
Ram Pickup 1500,2010,310.0,8.0,0,2.0,19,14,1851,25155,7,3,0,1,3,23325.13,805491,1829.87
Ram Pickup 1500,2010,310.0,8.0,2,4.0,18,13,1851,32085,7,3,0,1,9,29008.03,699454,3076.97
Seville,2002,275.0,8.0,1,4.0,25,16,1624,44399,10,1,0,1,2,38117.35,500476,6281.65
S-10,2002,120.0,4.0,0,2.0,23,17,1385,17169,5,3,0,0,3,15710.6,751252,1458.4
Sierra 1500 Classic,2007,195.0,6.0,0,2.0,21,15,549,20750,14,1,1,1,3,18964.77,818139,1785.23
Sierra 1500 Classic,2007,310.0,8.0,2,4.0,17,13,549,33785,14,1,0,1,4,30014.14,821174,3770.86
Sorento,2017,240.0,4.0,1,4.0,27,20,1720,31500,27,1,0,2,11,27956.44,725721,3543.56
Swift,1999,79.0,4.0,1,2.0,39,33,481,2000,23,1,1,0,5,1821.55,708450,178.45
Savana,2015,285.0,8.0,0,3.0,17,11,549,34015,14,3,0,2,6,31540.26,905229,2474.74
Savana,2016,285.0,8.0,0,3.0,16,11,549,34815,14,3,0,2,6,30771.53,808123,4043.47
XTS,2016,304.0,6.0,3,4.0,26,17,1624,57935,10,1,0,1,2,49210.42,486598,8724.58
XT,1991,145.0,6.0,1,2.0,26,18,640,2000,17,1,0,0,1,1793.22,816811,206.78
Yukon XL,2017,355.0,8.0,0,4.0,23,16,549,51230,14,3,0,1,11,44455.27,477576,6774.73
Optima,2014,274.0,4.0,1,4.0,31,20,1720,27500,27,1,0,2,2,25388.52,805535,2111.48
XL7,2007,252.0,6.0,3,4.0,21,16,481,26199,23,1,0,2,11,23097.0,781695,3102.0
Tundra,2017,310.0,8.0,0,4.0,19,15,2031,30020,13,1,0,1,4,27183.5,849394,2836.5
Tundra,2017,381.0,8.0,2,4.0,17,13,2031,36150,13,1,0,1,4,31994.48,851919,4155.52
WRX,2015,268.0,4.0,3,4.0,28,21,640,26295,17,2,1,0,2,24349.6,740394,1945.4
WRX,2016,268.0,4.0,3,4.0,24,18,640,30095,17,2,0,0,2,26881.57,738123,3213.43
Spark EV,2015,140.0,0.0,1,4.0,109,128,1385,25170,5,6,3,0,7,23286.92,899380,1883.08
Spark EV,2016,140.0,0.0,1,4.0,109,128,1385,25510,5,6,3,0,7,22662.98,836775,2847.02
Tacoma,2015,236.0,6.0,2,4.0,21,16,2031,36705,13,1,0,0,4,33588.64,854830,3116.36
Titan,2014,317.0,8.0,2,4.0,17,12,2009,37320,0,1,0,1,9,33504.23,805807,3815.77
Silverado 1500 Classic,2007,285.0,8.0,2,4.0,18,14,1385,29980,5,1,0,1,9,26440.0,796044,3540.0
Sonic,2017,138.0,4.0,1,4.0,33,25,1385,15145,5,1,1,0,2,13345.94,849220,1799.06
Sonoma,2002,120.0,4.0,0,2.0,23,17,549,15420,14,3,0,0,3,14034.34,797071,1385.66
S-10 Blazer,1994,165.0,6.0,0,2.0,20,15,1385,2000,5,1,1,0,13,1828.94,740060,171.06
S-10,2002,190.0,6.0,2,3.0,18,14,1385,24063,5,1,0,0,4,21428.32,862083,2634.68
SRT Viper,2014,640.0,10.0,0,2.0,19,12,1851,84885,7,0,1,0,1,67722.41,18090,17162.59
SRX,2015,308.0,6.0,3,4.0,23,16,1624,51730,10,1,0,2,11,44786.83,451830,6943.17
Transit Wagon,2016,275.0,6.0,0,3.0,19,14,5657,36975,8,3,0,2,6,33937.33,695743,3037.67
Rondo,2007,182.0,6.0,1,4.0,25,18,1720,18895,27,1,0,0,12,16690.83,703724,2204.17
Routan,2010,197.0,6.0,1,4.0,23,16,873,25900,4,1,0,2,8,23789.45,718536,2110.55
Soul,2016,164.0,4.0,1,4.0,31,24,1720,19400,27,1,0,0,12,17455.22,906243,1944.78
Spark,2015,84.0,4.0,1,4.0,39,30,1385,16535,5,1,0,0,7,15322.3,837589,1212.7
Titan,2014,317.0,8.0,0,4.0,18,13,2009,34440,0,1,0,1,9,30923.14,847163,3516.86
Titan,2015,317.0,8.0,2,4.0,17,12,2009,40370,0,1,0,1,9,35420.47,505938,4949.53
Ram Pickup 1500,2009,210.0,6.0,0,2.0,20,14,1851,21520,7,1,0,1,3,19697.88,810742,1822.12
Ram Pickup 1500,2010,310.0,8.0,0,4.0,19,14,1851,31020,7,3,0,1,9,27571.8,824482,3448.2
Silverado 1500,2015,285.0,6.0,0,2.0,24,18,1385,33340,5,3,0,1,3,29501.14,895051,3838.86
Silverado 1500,2015,285.0,6.0,0,4.0,24,18,1385,34230,5,3,0,1,9,31505.02,807733,2724.98
TrailBlazer,2009,285.0,6.0,2,4.0,20,14,1385,35770,5,1,0,2,11,31624.02,856299,4145.98
Tundra,2016,381.0,8.0,0,4.0,18,13,2031,46530,13,1,0,1,9,40877.32,431884,5652.68
LTD Crown Victoria,1990,150.0,8.0,0,4.0,22,15,5657,2000,8,1,0,1,12,1790.2,878018,209.8
LTD Crown Victoria,1991,150.0,8.0,0,4.0,22,15,5657,2000,8,1,0,1,12,1765.99,867721,234.01
Outlander,2016,224.0,6.0,3,4.0,27,20,436,30995,11,2,0,2,11,27340.36,859015,3654.64
GLC-Class,2017,241.0,4.0,3,4.0,28,21,617,41150,18,2,0,2,11,34933.66,438686,6216.34
GLE-Class,2016,302.0,6.0,3,4.0,22,17,617,53600,18,0,0,2,11,46574.83,462823,7025.17
LaCrosse,2017,310.0,6.0,1,4.0,31,21,155,32065,34,1,0,1,2,28631.54,792673,3433.46
Lancer Sportback,2012,168.0,4.0,1,4.0,29,22,436,21345,11,1,0,0,7,19042.15,869713,2302.85
E-250,1996,145.0,6.0,0,3.0,13,11,5657,2000,8,1,0,2,14,1806.04,881020,193.96
E-Class,2015,550.0,8.0,3,4.0,23,16,617,93600,18,0,0,2,2,70752.87,16362,22847.13
E-Class,2015,577.0,8.0,3,4.0,22,15,617,100600,18,0,0,2,2,70899.77,271,29700.23
E-Class,2015,402.0,8.0,0,2.0,26,18,617,59400,18,0,0,2,1,49316.87,489165,10083.13
E-Class,2015,195.0,4.0,0,4.0,42,28,617,51800,18,4,0,2,2,44282.69,495380,7517.31
Spark,2017,98.0,4.0,1,4.0,38,29,1385,13000,5,1,1,0,7,11765.03,791661,1234.97
SX4,2013,150.0,4.0,3,4.0,30,22,481,19349,23,1,1,0,7,17608.0,870187,1741.0
Tacoma,2015,236.0,6.0,2,4.0,19,15,2031,26355,13,1,1,0,4,24491.79,873536,1863.21
Tiguan,2017,200.0,4.0,1,4.0,24,20,873,24995,4,2,0,0,11,23008.77,745320,1986.23
Venza,2014,268.0,6.0,1,4.0,26,19,2031,38120,13,1,0,2,12,34856.97,790412,3263.03
Venza,2015,181.0,4.0,1,4.0,26,20,2031,29065,13,1,0,2,12,25830.34,733612,3234.66
Sundance,1992,93.0,4.0,1,2.0,29,23,535,2000,33,1,1,0,5,1849.83,839477,150.17
Sunfire,2003,140.0,4.0,1,2.0,30,22,210,14930,29,1,1,0,1,13620.91,733230,1309.09
Tiburon,2006,138.0,4.0,1,2.0,27,19,1439,17095,19,1,0,0,5,15219.9,712342,1875.1
Insight,2013,98.0,4.0,1,4.0,44,41,2202,22065,3,1,0,0,7,19996.0,743239,2069.0
IS 350,2015,306.0,6.0,0,4.0,28,19,454,40065,36,0,0,2,2,34645.75,495992,5419.25
Jetta,2015,170.0,4.0,1,4.0,37,25,873,20095,4,1,0,2,2,17920.54,711087,2174.46
MKS,2016,365.0,6.0,3,4.0,24,16,61,46000,30,2,0,1,2,40041.06,512002,5958.94
